ecutwfc_ry,ecutrho_ry,kgrid,total_energy_ry,highest_occupied_ev,lowest_unoccupied_ev,gap_ev,wall_s,ok,gap_proxy_ev
80.0,480.0,8x8x8,-128.97729778,5.1238,5.8901,,42.67387795448303,True,0.7663000000000002
80.0,560.0,8x8x8,-128.97735294,5.124,5.8907,,53.30258512496948,True,0.7667000000000002
80.0,640.0,8x8x8,-128.97729689,5.1238,5.8901,,55.5859580039978,True,0.7663000000000002
80.0,720.0,8x8x8,-128.97729804,5.1238,5.8902,,60.927913427352905,True,0.7664
