ecutwfc_ry,ecutrho_ry,kgrid,total_energy_ry,highest_occupied_ev,lowest_unoccupied_ev,gap_ev,wall_s,ok,gap_proxy_ev
80.0,480.0,4x4x4,-128.97268191,5.151,5.9046,,21.8447048664093,True,0.7536000000000005
80.0,480.0,6x6x6,-128.97689809,5.1271,5.8917,,26.273258447647095,True,0.7645999999999997
80.0,480.0,8x8x8,-128.97729778,5.1238,5.8901,,41.51223945617676,True,0.7663000000000002
80.0,480.0,10x10x10,-128.97735579,5.1232,5.8897,,67.1561758518219,True,0.7665000000000006
80.0,480.0,12x12x12,-128.97736659,5.123,5.8897,,96.32056307792664,True,0.7667000000000002
